	protein	disease	value
97121	91	864	1
97122	91	865	1
97123	91	866	1
97124	91	867	1
97125	91	868	1
97126	91	869	1
97127	91	870	1
97128	91	871	1
97129	91	872	1
97130	91	873	1
97131	91	874	1
97132	91	875	1
97133	91	876	1
97134	91	877	1
97135	91	878	1
97136	91	879	1
97137	91	880	1
97138	91	881	1
97139	91	882	1
97140	91	883	1
97141	91	884	1
97142	91	885	1
97143	91	886	1
97144	91	887	1
97145	91	888	1
97146	91	889	1
97147	91	890	1
97148	91	891	1
97149	91	892	1
97150	91	893	1
97151	91	894	1
97152	91	895	1
97153	91	896	1
97154	91	897	1
97155	91	898	1
97156	91	899	1
97157	91	900	1
97158	91	901	1
97159	91	902	1
97160	91	903	1
97161	91	904	1
97162	91	905	1
97163	91	906	1
97164	91	907	1
97165	91	908	1
97166	91	909	1
97167	91	910	1
97168	91	911	1
97169	91	912	1
97170	91	913	1
97171	91	914	1
97172	91	915	1
97173	91	916	1
97174	91	917	1
97175	91	918	1
97176	91	919	1
97177	91	920	1
97178	91	921	1
97179	91	922	1
97180	91	923	1
97181	91	924	1
97182	91	925	1
97183	91	926	1
97184	91	927	1
97185	91	928	1
97186	91	929	1
97187	91	930	1
97188	91	931	1
97189	91	932	1
97190	91	933	1
97191	91	934	1
97192	91	935	1
97193	91	936	1
97194	91	937	1
97195	91	938	1
97196	91	941	1
97197	91	942	1
97198	91	944	1
97199	91	945	1
97200	91	946	1
97201	91	947	1
97202	91	948	1
97203	91	949	1
97204	91	953	1
97205	91	954	1
97206	91	955	1
97207	91	956	1
97208	91	959	1
97209	91	960	1
97210	91	961	1
97211	91	962	1
97212	91	963	1
97213	91	964	1
97214	91	967	1
97215	91	968	1
97216	91	969	1
97217	91	970	1
97218	91	971	1
97219	91	973	1
97220	91	974	1
97221	91	975	1
97222	91	977	1
97223	91	978	1
97224	91	979	1
97225	91	980	1
97226	91	981	1
97227	91	983	1
97228	91	984	1
97229	91	985	1
97230	91	986	1
97231	91	987	1
97232	91	995	1
97233	91	997	1
97234	91	998	1
97235	91	999	1
97236	91	1000	1
97237	91	1001	1
97238	91	1003	1
97239	91	1004	1
97240	91	1007	1
97241	91	1008	1
97242	91	1009	1
97243	91	1010	1
97244	91	1011	1
97245	91	1016	1
97246	91	1017	1
97247	91	1019	1
97248	91	1020	1
97249	91	1021	1
97250	91	1023	1
97251	91	1024	1
97252	91	1025	1
97253	91	1026	1
97254	91	1027	1
97255	91	1028	1
97256	91	1029	1
97257	91	1030	1
97258	91	1031	1
97259	91	1032	1
97260	91	1033	1
97261	91	1035	1
97262	91	1037	1
97263	91	1039	1
97264	91	1040	1
97265	91	1042	1
97266	91	1044	1
97267	91	1050	1
97268	91	1051	1
97269	91	1053	1
97270	91	1054	1
97271	91	1055	1
97272	91	1056	1
97273	91	1058	1
97274	91	1059	1
97275	91	1060	1
97276	91	1061	1
97277	91	1062	1
97278	91	1065	1
97279	91	1067	1
97280	91	1068	1
97281	91	1069	1
97282	91	1070	1
97283	91	1072	1
97284	91	1073	1
97285	91	1074	1
97286	91	1076	1
97287	91	1077	1
97288	91	1078	1
97289	91	1079	1
97290	91	1080	1
97291	91	1081	1
97292	91	1082	1
97293	91	1083	1
97294	91	1084	1
97295	91	1085	1
97296	91	1087	1
97297	91	1089	1
97298	91	1091	1
97299	91	1092	1
97300	91	1093	1
97301	91	1094	1
97302	91	1095	1
97303	91	1097	1
97304	91	1098	1
97305	91	1099	1
97306	91	1101	1
97307	91	1107	1
97308	91	1108	1
97309	91	1110	1
97310	91	1111	1
97311	91	1112	1
97312	91	1114	1
97313	91	1116	1
97314	91	1118	1
97315	91	1119	1
97316	91	1120	1
97317	91	1121	1
97318	91	1122	1
97319	91	1123	1
97320	91	1126	1
97321	91	1127	1
97322	91	1129	1
97323	91	1130	1
97324	91	1131	1
97325	91	1132	1
97326	91	1133	1
97327	91	1134	1
97328	91	1137	1
97329	91	1138	1
97330	91	1139	1
97331	91	1140	1
97332	91	1141	1
97333	91	1142	1
97334	91	1143	1
97335	91	1144	1
97336	91	1146	1
97337	91	1148	1
97338	91	1149	1
97339	91	1152	1
97340	91	1153	1
97341	91	1155	1
97342	91	1156	1
97343	91	1159	1
97344	91	1160	1
97345	91	1161	1
97346	91	1162	1
97347	91	1163	1
97348	91	1166	1
97349	91	1167	1
97350	91	1168	1
97351	91	1170	1
97352	91	1171	1
97353	91	1172	1
97354	91	1173	1
97355	91	1175	1
97356	91	1176	1
97357	91	1178	1
97358	91	1179	1
97359	91	1180	1
97360	91	1181	1
97361	91	1182	1
97362	91	1183	1
97363	91	1184	1
97364	91	1185	1
97365	91	1186	1
97366	91	1187	1
97367	91	1188	1
97368	91	1189	1
97369	91	1190	1
97370	91	1191	1
97371	91	1192	1
97372	91	1193	1
97373	91	1194	1
97374	91	1195	1
97375	91	1196	1
97376	91	1197	1
97377	91	1198	1
97378	91	1200	1
97379	91	1201	1
97380	91	1202	1
97381	91	1205	1
97382	91	1206	1
97383	91	1209	1
97384	91	1211	1
97385	91	1212	1
97386	91	1213	1
97387	91	1214	1
97388	91	1215	1
97389	91	1216	1
97390	91	1224	1
97391	91	1227	1
97392	91	1228	1
97393	91	1235	1
97394	91	1241	1
97395	91	1243	1
97396	91	1244	1
97397	91	1245	1
97398	91	1251	1
97399	91	1254	1
97400	91	1256	1
97401	91	1262	1
97402	91	1264	1
97403	91	1268	1
97404	91	1269	1
97405	91	1271	1
97406	91	1274	1
97407	91	1276	1
97408	91	1279	1
97409	91	1281	1
97410	91	1283	1
97411	91	1284	1
97412	91	1285	1
97413	91	1287	1
97414	91	1288	1
97415	91	1291	1
97416	91	1292	1
97417	91	1293	1
97418	91	1294	1
97419	91	1295	1
97420	91	1299	1
97421	91	1302	1
97422	91	1304	1
97423	91	1305	1
97424	91	1307	1
97425	91	1310	1
97426	91	1311	1
97427	91	1316	1
97428	91	1320	1
97429	91	1322	1
97430	91	1325	1
97431	91	1326	1
97432	91	1328	1
97433	91	1330	1
97434	91	1335	1
97435	91	1336	1
97436	91	1337	1
97437	91	1338	1
97438	91	1352	1
97439	91	1353	1
97440	91	1355	1
97441	91	1358	1
97442	91	1362	1
97443	91	1364	1
97444	91	1365	1
97445	91	1366	1
97446	91	1368	1
97447	91	1370	1
97448	91	1371	1
97449	91	1372	1
97450	91	1377	1
97451	91	1378	1
97452	91	1379	1
97453	91	1380	1
97454	91	1382	1
97455	91	1383	1
97456	91	1384	1
97457	91	1385	1
97458	91	1388	1
97459	91	1390	1
97460	91	1393	1
97461	91	1397	1
97462	91	1398	1
97463	91	1399	1
97464	91	1400	1
97465	91	1415	1
97466	91	1416	1
97467	91	1418	1
97468	91	1419	1
97469	91	1421	1
97470	91	1428	1
97471	91	1431	1
97472	91	1433	1
97473	91	1434	1
97474	91	1439	1
97475	91	1442	1
97476	91	1443	1
97477	91	1444	1
97478	91	1447	1
97479	91	1450	1
97480	91	1451	1
97481	91	1454	1
97482	91	1460	1
97483	91	1461	1
97484	91	1462	1
97485	91	1463	1
97486	91	1465	1
97487	91	1485	1
97488	91	1490	1
97489	91	1491	1
97490	91	1501	1
97491	91	1503	1
97492	91	1504	1
97493	91	1506	1
97494	91	1510	1
97495	91	1511	1
97496	91	1513	1
97497	91	1515	1
97498	91	1517	1
97499	91	1521	1
97500	91	1525	1
97501	91	1526	1
97502	91	1533	1
97503	91	1535	1
97504	91	1542	1
97505	91	1543	1
97506	91	1548	1
97507	91	1550	1
97508	91	1551	1
97509	91	1553	1
97510	91	1554	1
97511	91	1557	1
97512	91	1560	1
97513	91	1562	1
97514	91	1569	1
97515	91	1571	1
97516	91	1572	1
97517	91	1574	1
97518	91	1577	1
97519	91	1579	1
97520	91	1582	1
97521	91	1586	1
97522	91	1587	1
97523	91	1589	1
97524	91	1590	1
97525	91	1592	1
97526	91	1593	1
97527	91	1596	1
97528	91	1597	1
97529	91	1601	1
97530	91	1609	1
97531	91	1610	1
97532	91	1613	1
97533	91	1616	1
97534	91	1617	1
97535	91	1624	1
97536	91	1626	1
97537	91	1628	1
97538	91	1629	1
97539	91	1632	1
97540	91	1636	1
97541	91	1637	1
97542	91	1638	1
97543	91	1644	1
97544	91	1645	1
97545	91	1650	1
97546	91	1651	1
97547	91	1655	1
97548	91	1656	1
97549	91	1662	1
97550	91	1667	1
97551	91	1681	1
97552	91	1682	1
97553	91	1684	1
97554	91	1685	1
97555	91	1690	1
97556	91	1691	1
97557	91	1695	1
97558	91	1696	1
97559	91	1699	1
97560	91	1700	1
97561	91	1702	1
97562	91	1704	1
97563	91	1705	1
97564	91	1709	1
97565	91	1711	1
97566	91	1713	1
97567	91	1721	1
97568	91	1725	1
97569	91	1730	1
97570	91	1733	1
97571	91	1734	1
97572	91	1736	1
97573	91	1739	1
97574	91	1741	1
97575	91	1745	1
97576	91	1746	1
97577	91	1747	1
97578	91	1749	1
97579	91	1755	1
97580	91	1756	1
97581	91	1760	1
97582	91	1761	1
97583	91	1762	1
97584	91	1769	1
97585	91	1770	1
97586	91	1773	1
97587	91	1775	1
97588	91	1776	1
97589	91	1777	1
97590	91	1779	1
97591	91	1786	1
97592	91	1788	1
97593	91	1790	1
97594	91	1791	1
97595	91	1792	1
97596	91	1798	1
97597	91	1799	1
97598	91	1800	1
97599	91	1802	1
97600	91	1803	1
97601	91	1804	1
97602	91	1805	1
97603	91	1806	1
97604	91	1807	1
97605	91	1808	1
97606	91	1809	1
97607	91	1810	1
97608	91	1812	1
97609	91	1814	1
97610	91	1815	1
97611	91	1818	1
97612	91	1819	1
97613	91	1820	1
97614	91	1821	1
97615	91	1823	1
97616	91	1824	1
97617	91	1825	1
97618	91	1826	1
97619	91	1827	1
97620	91	1828	1
97621	91	1829	1
97622	91	1830	1
97623	91	1831	1
97624	91	1832	1
97625	91	1833	1
97626	91	1834	1
97627	91	1835	1
97628	91	1836	1
97629	91	1837	1
97630	91	1838	1
97631	91	1841	1
97632	91	1845	1
97633	91	1846	1
97634	91	1847	1
97635	91	1849	1
97636	91	1850	1
97637	91	1852	1
97638	91	1853	1
97639	91	1854	1
97640	91	1864	1
97641	91	1867	1
97642	91	1872	1
97643	91	1882	1
97644	91	1884	1
97645	91	1886	1
97646	91	1889	1
97647	91	1901	1
97648	91	1904	1
97649	91	1910	1
97650	91	1918	1
97651	91	1924	1
97652	91	1951	1
97653	91	1960	1
97654	91	1974	1
97655	91	1980	1
97656	91	1981	1
97657	91	1997	1
97658	91	2001	1
97659	91	2024	1
97660	91	2030	1
97661	91	2033	1
97662	91	2041	1
97663	91	2054	1
97664	91	2055	1
97665	91	2080	1
97666	91	2086	1
97667	91	2097	1
97668	91	2098	1
97669	91	2111	1
97670	91	2121	1
97671	91	2150	1
97672	91	2156	1
97673	91	2164	1
97674	91	2167	1
97675	91	2173	1
97676	91	2176	1
97677	91	2180	1
97678	91	2192	1
97679	91	2193	1
97680	91	2196	1
97681	91	2198	1
97682	91	2208	1
97683	91	2210	1
97684	91	2214	1
97685	91	2215	1
97686	91	2216	1
97687	91	2222	1
97688	91	2227	1
97689	91	2235	1
97690	91	2238	1
97691	91	2240	1
97692	91	2247	1
97693	91	2252	1
97694	91	2273	1
97695	91	2274	1
97696	91	2289	1
97697	91	2301	1
97698	91	2311	1
97699	91	2313	1
97700	91	2314	1
97701	91	2316	1
97702	91	2317	1
97703	91	2333	1
97704	91	2360	1
97705	91	2361	1
97706	91	2362	1
97707	91	2364	1
97708	91	2365	1
97709	91	2366	1
97710	91	2388	1
97711	91	2393	1
97712	91	2394	1
97713	91	2395	1
97714	92	177	1
97715	92	178	1
97716	92	180	1
97717	92	181	1
97718	92	182	1
97719	92	184	1
97720	92	185	1
97721	92	186	1
97722	92	188	1
97723	92	190	1
97724	92	192	1
97725	92	193	1
97726	92	194	1
97727	92	195	1
97728	92	196	1
97729	92	197	1
97730	92	198	1
97731	92	199	1
97732	92	200	1
97733	92	201	1
97734	92	202	1
97735	92	203	1
97736	92	204	1
97737	92	205	1
97738	92	207	1
97739	92	208	1
97740	92	210	1
97741	92	212	1
97742	92	213	1
97743	92	214	1
97744	92	215	1
97745	92	216	1
97746	92	217	1
97747	92	218	1
97748	92	220	1
97749	92	221	1
97750	92	222	1
97751	92	223	1
97752	92	224	1
97753	92	225	1
97754	92	227	1
97755	92	228	1
97756	92	229	1
97757	92	232	1
97758	92	233	1
97759	92	235	1
97760	92	237	1
97761	92	238	1
97762	92	240	1
97763	92	241	1
97764	92	242	1
97765	92	243	1
97766	92	245	1
97767	92	246	1
97768	92	247	1
97769	92	248	1
97770	92	249	1
97771	92	252	1
97772	92	254	1
97773	92	255	1
97774	92	257	1
97775	92	259	1
97776	92	262	1
97777	92	263	1
97778	92	265	1
97779	92	266	1
97780	92	271	1
97781	92	273	1
97782	92	275	1
97783	92	276	1
97784	92	278	1
97785	92	280	1
97786	92	281	1
97787	92	282	1
97788	92	285	1
97789	92	286	1
97790	92	287	1
97791	92	289	1
97792	92	290	1
97793	92	291	1
97794	92	293	1
97795	92	295	1
97796	92	296	1
97797	92	298	1
97798	92	300	1
97799	92	302	1
97800	92	304	1
97801	92	305	1
97802	92	306	1
97803	92	310	1
97804	92	313	1
97805	92	315	1
97806	92	316	1
97807	92	317	1
97808	92	318	1
97809	92	319	1
97810	92	320	1
97811	92	321	1
97812	92	322	1
97813	92	324	1
97814	92	325	1
97815	92	326	1
97816	92	327	1
97817	92	332	1
97818	92	337	1
97819	92	340	1
97820	92	341	1
97821	92	342	1
97822	92	343	1
97823	92	344	1
97824	92	345	1
97825	92	346	1
97826	92	347	1
97827	92	348	1
97828	92	351	1
97829	92	352	1
97830	92	353	1
97831	92	356	1
97832	92	357	1
97833	92	358	1
97834	92	361	1
97835	92	363	1
97836	92	365	1
97837	92	366	1
97838	92	367	1
97839	92	369	1
97840	92	373	1
97841	92	375	1
97842	92	377	1
97843	92	378	1
97844	92	381	1
97845	92	385	1
97846	92	386	1
97847	92	387	1
97848	92	388	1
97849	92	390	1
97850	92	395	1
97851	92	402	1
97852	92	403	1
97853	92	405	1
97854	92	406	1
97855	92	407	1
97856	92	408	1
97857	92	409	1
97858	92	410	1
97859	92	411	1
97860	92	412	1
97861	92	415	1
97862	92	416	1
97863	92	417	1
97864	92	419	1
97865	92	420	1
97866	92	425	1
97867	92	426	1
97868	92	427	1
97869	92	428	1
97870	92	436	1
97871	92	438	1
97872	92	441	1
97873	92	443	1
97874	92	445	1
97875	92	446	1
97876	92	447	1
97877	92	452	1
97878	92	453	1
97879	92	454	1
97880	92	462	1
97881	92	463	1
97882	92	466	1
97883	92	470	1
97884	92	471	1
97885	92	472	1
97886	92	473	1
97887	92	474	1
97888	92	475	1
97889	92	478	1
97890	92	479	1
97891	92	480	1
97892	92	481	1
97893	92	482	1
97894	92	483	1
97895	92	485	1
97896	92	488	1
97897	92	490	1
97898	92	492	1
97899	92	493	1
97900	92	496	1
97901	92	498	1
97902	92	499	1
97903	92	500	1
97904	92	501	1
97905	92	502	1
97906	92	503	1
97907	92	504	1
97908	92	506	1
97909	92	507	1
97910	92	508	1
97911	92	510	1
97912	92	512	1
97913	92	514	1
97914	92	515	1
97915	92	520	1
97916	92	522	1
97917	92	523	1
97918	92	530	1
97919	92	531	1
97920	92	532	1
97921	92	534	1
97922	92	536	1
97923	92	538	1
97924	92	540	1
97925	92	541	1
97926	92	543	1
97927	92	546	1
97928	92	548	1
97929	92	550	1
97930	92	551	1
97931	92	552	1
97932	92	553	1
97933	92	554	1
97934	92	555	1
97935	92	556	1
97936	92	558	1
97937	92	562	1
97938	92	565	1
97939	92	573	1
97940	92	575	1
97941	92	576	1
97942	92	577	1
97943	92	583	1
97944	92	585	1
97945	92	586	1
97946	92	587	1
97947	92	590	1
97948	92	591	1
97949	92	594	1
97950	92	595	1
97951	92	599	1
97952	92	602	1
97953	92	603	1
97954	92	604	1
97955	92	605	1
97956	92	606	1
97957	92	607	1
97958	92	608	1
97959	92	609	1
97960	92	610	1
97961	92	611	1
97962	92	612	1
97963	92	613	1
97964	92	614	1
97965	92	615	1
97966	92	616	1
97967	92	617	1
97968	92	618	1
97969	92	619	1
97970	92	620	1
97971	92	621	1
97972	92	622	1
97973	92	623	1
97974	92	624	1
97975	92	625	1
97976	92	626	1
97977	92	627	1
97978	92	628	1
97979	92	629	1
97980	92	630	1
97981	92	631	1
97982	92	632	1
97983	92	633	1
97984	92	634	1
97985	92	635	1
97986	92	636	1
97987	92	637	1
97988	92	638	1
97989	92	639	1
97990	92	640	1
97991	92	641	1
97992	92	642	1
97993	92	643	1
97994	92	644	1
97995	92	645	1
97996	92	646	1
97997	92	647	1
97998	92	648	1
97999	92	649	1
98000	92	650	1
98001	92	651	1
98002	92	652	1
98003	92	653	1
98004	92	654	1
98005	92	655	1
98006	92	656	1
98007	92	657	1
98008	92	658	1
98009	92	659	1
98010	92	660	1
98011	92	661	1
98012	92	662	1
98013	92	663	1
98014	92	664	1
98015	92	665	1
98016	92	666	1
98017	92	667	1
98018	92	668	1
98019	92	669	1
98020	92	670	1
98021	92	671	1
98022	92	672	1
98023	92	673	1
98024	92	674	1
98025	92	675	1
98026	92	676	1
98027	92	677	1
98028	92	678	1
98029	92	679	1
98030	92	680	1
98031	92	681	1
98032	92	682	1
98033	92	683	1
98034	92	684	1
98035	92	685	1
98036	92	686	1
98037	92	687	1
98038	92	688	1
98039	92	689	1
98040	92	690	1
98041	92	691	1
98042	92	692	1
98043	92	693	1
98044	92	694	1
98045	92	695	1
98046	92	696	1
98047	92	697	1
98048	92	698	1
98049	92	699	1
98050	92	700	1
98051	92	701	1
98052	92	702	1
98053	92	703	1
98054	92	704	1
98055	92	705	1
98056	92	706	1
98057	92	707	1
98058	92	708	1
98059	92	709	1
98060	92	710	1
98061	92	711	1
98062	92	712	1
98063	92	713	1
98064	92	714	1
98065	92	715	1
98066	92	716	1
98067	92	717	1
98068	92	718	1
98069	92	719	1
98070	92	720	1
98071	92	721	1
98072	92	722	1
98073	92	723	1
98074	92	724	1
98075	92	725	1
98076	92	726	1
98077	92	727	1
98078	92	728	1
98079	92	729	1
98080	92	730	1
98081	92	731	1
98082	92	732	1
98083	92	733	1
98084	92	734	1
98085	92	735	1
98086	92	736	1
98087	92	737	1
98088	92	738	1
98089	92	739	1
98090	92	740	1
98091	92	741	1
98092	92	742	1
98093	92	743	1
98094	92	744	1
98095	92	745	1
98096	92	746	1
98097	92	747	1
98098	92	748	1
98099	92	749	1
98100	92	750	1
98101	92	751	1
98102	92	752	1
98103	92	753	1
98104	92	754	1
98105	92	755	1
98106	92	756	1
98107	92	757	1
98108	92	758	1
98109	92	759	1
98110	92	760	1
98111	92	761	1
98112	92	762	1
98113	92	763	1
98114	92	764	1
98115	92	765	1
98116	92	766	1
98117	92	767	1
98118	92	768	1
98119	92	769	1
98120	92	770	1
98121	92	771	1
98122	92	772	1
98123	92	773	1
98124	92	774	1
98125	92	775	1
98126	92	776	1
98127	92	777	1
98128	92	778	1
98129	92	779	1
98130	92	780	1
98131	92	781	1
98132	92	782	1
98133	92	783	1
98134	92	785	1
98135	92	786	1
98136	92	787	1
98137	92	788	1
98138	92	789	1
98139	92	790	1
98140	92	791	1
98141	92	792	1
98142	92	793	1
98143	92	794	1
98144	92	795	1
98145	92	796	1
98146	92	797	1
98147	92	798	1
98148	92	799	1
98149	92	800	1
98150	92	801	1
98151	92	802	1
98152	92	803	1
98153	92	804	1
98154	92	805	1
98155	92	806	1
98156	92	807	1
98157	92	808	1
98158	92	809	1
98159	92	810	1
98160	92	811	1
98161	92	812	1
98162	92	813	1
98163	92	814	1
98164	92	815	1
98165	92	816	1
98166	92	817	1
98167	92	818	1
98168	92	819	1
98169	92	820	1
98170	92	821	1
98171	92	822	1
98172	92	823	1
98173	92	824	1
98174	92	825	1
98175	92	826	1
98176	92	827	1
98177	92	828	1
98178	92	829	1
98179	92	830	1
98180	92	831	1
98181	92	832	1
98182	92	833	1
98183	92	834	1
98184	92	835	1
98185	92	836	1
98186	92	837	1
98187	92	838	1
98188	92	839	1
98189	92	840	1
98190	92	841	1
98191	92	842	1
98192	92	843	1
98193	92	844	1
98194	92	845	1
98195	92	846	1
98196	92	847	1
98197	92	848	1
98198	92	849	1
98199	92	850	1
98200	92	851	1
98201	92	852	1
98202	92	853	1
98203	92	854	1
98204	92	855	1
98205	92	856	1
98206	92	857	1
98207	92	858	1
98208	92	859	1
98209	92	860	1
98210	92	861	1
98211	92	862	1
98212	92	863	1
98213	92	864	1
98214	92	865	1
98215	92	866	1
98216	92	867	1
98217	92	868	1
98218	92	869	1
98219	92	870	1
98220	92	871	1
98221	92	872	1
98222	92	873	1
98223	92	874	1
98224	92	875	1
98225	92	876	1
98226	92	877	1
98227	92	878	1
98228	92	879	1
98229	92	880	1
98230	92	881	1
98231	92	882	1
98232	92	883	1
98233	92	884	1
98234	92	885	1
98235	92	886	1
98236	92	887	1
98237	92	888	1
98238	92	889	1
98239	92	890	1
98240	92	891	1
98241	92	892	1
98242	92	893	1
98243	92	894	1
98244	92	895	1
98245	92	896	1
98246	92	897	1
98247	92	898	1
98248	92	899	1
98249	92	900	1
98250	92	901	1
98251	92	902	1
98252	92	903	1
98253	92	904	1
98254	92	905	1
98255	92	906	1
98256	92	907	1
98257	92	908	1
98258	92	909	1
98259	92	910	1
98260	92	911	1
98261	92	912	1
98262	92	913	1
98263	92	914	1
98264	92	915	1
98265	92	916	1
98266	92	917	1
98267	92	918	1
98268	92	919	1
98269	92	920	1
98270	92	921	1
98271	92	922	1
98272	92	923	1
98273	92	924	1
98274	92	925	1
98275	92	926	1
98276	92	927	1
98277	92	928	1
98278	92	929	1
98279	92	930	1
98280	92	931	1
98281	92	932	1
98282	92	934	1
98283	92	937	1
98284	92	941	1
98285	92	943	1
98286	92	944	1
98287	92	945	1
98288	92	946	1
98289	92	948	1
98290	92	949	1
98291	92	950	1
98292	92	951	1
98293	92	952	1
98294	92	953	1
98295	92	955	1
98296	92	956	1
98297	92	959	1
98298	92	960	1
98299	92	961	1
98300	92	962	1
98301	92	964	1
98302	92	966	1
98303	92	969	1
98304	92	970	1
98305	92	971	1
98306	92	973	1
98307	92	974	1
98308	92	975	1
98309	92	977	1
98310	92	980	1
98311	92	982	1
98312	92	983	1
98313	92	984	1
98314	92	994	1
98315	92	995	1
98316	92	999	1
98317	92	1001	1
98318	92	1002	1
98319	92	1006	1
98320	92	1008	1
98321	92	1010	1
98322	92	1011	1
98323	92	1012	1
98324	92	1016	1
98325	92	1017	1
98326	92	1020	1
98327	92	1023	1
98328	92	1028	1
98329	92	1051	1
98330	92	1054	1
98331	92	1068	1
98332	92	1070	1
98333	92	1077	1
98334	92	1084	1
98335	92	1087	1
98336	92	1089	1
98337	92	1092	1
98338	92	1095	1
98339	92	1101	1
98340	92	1110	1
98341	92	1112	1
98342	92	1114	1
98343	92	1121	1
98344	92	1137	1
98345	92	1138	1
98346	92	1152	1
98347	92	1153	1
98348	92	1155	1
98349	92	1160	1
98350	92	1166	1
98351	92	1183	1
98352	92	1186	1
98353	92	1187	1
98354	92	1198	1
98355	92	1200	1
98356	92	1202	1
98357	92	1209	1
98358	92	1216	1
98359	92	1224	1
98360	92	1231	1
98361	92	1234	1
98362	92	1243	1
98363	92	1251	1
98364	92	1256	1
98365	92	1263	1
98366	92	1268	1
98367	92	1269	1
98368	92	1274	1
98369	92	1279	1
98370	92	1284	1
98371	92	1285	1
98372	92	1287	1
98373	92	1288	1
98374	92	1292	1
98375	92	1305	1
98376	92	1310	1
98377	92	1322	1
98378	92	1328	1
98379	92	1365	1
98380	92	1366	1
98381	92	1378	1
98382	92	1382	1
98383	92	1384	1
98384	92	1398	1
98385	92	1416	1
98386	92	1469	1
98387	92	1491	1
98388	92	1511	1
98389	92	1533	1
98390	92	1554	1
98391	92	1574	1
98392	92	1589	1
98393	92	1594	1
98394	92	1609	1
98395	92	1610	1
98396	92	1624	1
98397	92	1650	1
98398	92	1667	1
98399	92	1691	1
98400	92	1699	1
98401	92	1700	1
98402	92	1702	1
98403	92	1704	1
98404	92	1705	1
98405	92	1709	1
98406	92	1711	1
98407	92	1721	1
98408	92	1730	1
98409	92	1733	1
98410	92	1739	1
98411	92	1741	1
98412	92	1746	1
98413	92	1749	1
98414	92	1755	1
98415	92	1760	1
98416	92	1761	1
98417	92	1770	1
98418	92	1777	1
98419	92	1790	1
98420	92	1791	1
98421	92	1798	1
98422	92	1799	1
98423	92	1800	1
98424	92	1802	1
98425	92	1803	1
98426	92	1828	1
98427	92	1851	1
98428	92	1852	1
98429	92	1882	1
98430	92	1884	1
98431	92	1918	1
98432	92	2033	1
98433	92	2055	1
98434	92	2111	1
98435	92	2156	1
98436	92	2164	1
98437	92	2193	1
98438	92	2274	1
98439	93	177	1
98440	93	178	1
98441	93	179	1
98442	93	180	1
98443	93	181	1
98444	93	182	1
98445	93	185	1
98446	93	186	1
98447	93	187	1
98448	93	188	1
98449	93	190	1
98450	93	192	1
98451	93	193	1
98452	93	194	1
98453	93	195	1
98454	93	196	1
98455	93	197	1
98456	93	198	1
98457	93	199	1
98458	93	200	1
98459	93	201	1
98460	93	202	1
98461	93	203	1
98462	93	204	1
98463	93	205	1
98464	93	207	1
98465	93	208	1
98466	93	209	1
98467	93	210	1
98468	93	212	1
98469	93	213	1
98470	93	214	1
98471	93	215	1
98472	93	216	1
98473	93	217	1
98474	93	218	1
98475	93	219	1
98476	93	220	1
98477	93	221	1
98478	93	222	1
98479	93	223	1
98480	93	224	1
98481	93	225	1
98482	93	227	1
98483	93	228	1
98484	93	229	1
98485	93	231	1
98486	93	232	1
98487	93	233	1
98488	93	234	1
98489	93	236	1
98490	93	237	1
98491	93	240	1
98492	93	241	1
98493	93	242	1
98494	93	244	1
98495	93	245	1
98496	93	246	1
98497	93	247	1
98498	93	248	1
98499	93	249	1
98500	93	250	1
98501	93	252	1
98502	93	254	1
98503	93	255	1
98504	93	256	1
98505	93	257	1
98506	93	258	1
98507	93	259	1
98508	93	260	1
98509	93	261	1
98510	93	263	1
98511	93	265	1
98512	93	269	1
98513	93	270	1
98514	93	271	1
98515	93	273	1
98516	93	274	1
98517	93	275	1
98518	93	276	1
98519	93	277	1
98520	93	278	1
98521	93	279	1
98522	93	280	1
98523	93	281	1
98524	93	282	1
98525	93	283	1
98526	93	284	1
98527	93	285	1
98528	93	286	1
98529	93	287	1
98530	93	288	1
98531	93	289	1
98532	93	290	1
98533	93	291	1
98534	93	292	1
98535	93	293	1
98536	93	294	1
98537	93	295	1
98538	93	296	1
98539	93	297	1
98540	93	299	1
98541	93	300	1
98542	93	301	1
98543	93	302	1
98544	93	303	1
98545	93	304	1
98546	93	305	1
98547	93	306	1
98548	93	307	1
98549	93	308	1
98550	93	309	1
98551	93	310	1
98552	93	311	1
98553	93	312	1
98554	93	313	1
98555	93	314	1
98556	93	315	1
98557	93	316	1
98558	93	317	1
98559	93	318	1
98560	93	319	1
98561	93	320	1
98562	93	321	1
98563	93	322	1
98564	93	324	1
98565	93	325	1
98566	93	326	1
98567	93	330	1
98568	93	332	1
98569	93	333	1
98570	93	335	1
98571	93	336	1
98572	93	337	1
98573	93	338	1
98574	93	339	1
98575	93	340	1
98576	93	341	1
98577	93	342	1
98578	93	343	1
98579	93	344	1
98580	93	346	1
98581	93	347	1
98582	93	348	1
98583	93	349	1
98584	93	350	1
98585	93	351	1
98586	93	352	1
98587	93	353	1
98588	93	354	1
98589	93	355	1
98590	93	356	1
98591	93	357	1
98592	93	360	1
98593	93	361	1
98594	93	362	1
98595	93	363	1
98596	93	364	1
98597	93	365	1
98598	93	366	1
98599	93	367	1
98600	93	368	1
98601	93	369	1
98602	93	370	1
98603	93	371	1
98604	93	372	1
98605	93	373	1
98606	93	374	1
98607	93	375	1
