	drug	disease	value
95369	296	1998	1
95370	296	1999	1
95371	296	2003	1
95372	296	2004	1
95373	296	2011	1
95374	296	2012	1
95375	296	2013	1
95376	296	2014	1
95377	296	2015	1
95378	296	2017	1
95379	296	2024	1
95380	296	2025	1
95381	296	2027	1
95382	296	2030	1
95383	296	2032	1
95384	296	2033	1
95385	296	2034	1
95386	296	2038	1
95387	296	2039	1
95388	296	2043	1
95389	296	2044	1
95390	296	2045	1
95391	296	2046	1
95392	296	2049	1
95393	296	2050	1
95394	296	2055	1
95395	296	2056	1
95396	296	2057	1
95397	296	2058	1
95398	296	2059	1
95399	296	2061	1
95400	296	2062	1
95401	296	2064	1
95402	296	2070	1
95403	296	2071	1
95404	296	2074	1
95405	296	2075	1
95406	296	2076	1
95407	296	2077	1
95408	296	2078	1
95409	296	2081	1
95410	296	2087	1
95411	296	2096	1
95412	296	2097	1
95413	296	2101	1
95414	296	2103	1
95415	296	2105	1
95416	296	2106	1
95417	296	2109	1
95418	296	2112	1
95419	296	2113	1
95420	296	2114	1
95421	296	2115	1
95422	296	2120	1
95423	296	2122	1
95424	296	2130	1
95425	296	2136	1
95426	296	2143	1
95427	296	2152	1
95428	296	2157	1
95429	296	2158	1
95430	296	2162	1
95431	296	2165	1
95432	296	2168	1
95433	296	2170	1
95434	296	2171	1
95435	296	2173	1
95436	296	2174	1
95437	296	2181	1
95438	296	2182	1
95439	296	2183	1
95440	296	2185	1
95441	296	2187	1
95442	296	2190	1
95443	296	2192	1
95444	296	2193	1
95445	296	2201	1
95446	296	2206	1
95447	296	2214	1
95448	296	2216	1
95449	296	2224	1
95450	296	2231	1
95451	296	2233	1
95452	296	2236	1
95453	296	2237	1
95454	296	2238	1
95455	296	2240	1
95456	296	2243	1
95457	296	2244	1
95458	296	2247	1
95459	296	2249	1
95460	296	2255	1
95461	296	2256	1
95462	296	2257	1
95463	296	2258	1
95464	296	2261	1
95465	296	2264	1
95466	296	2265	1
95467	296	2266	1
95468	296	2270	1
95469	296	2271	1
95470	296	2275	1
95471	296	2276	1
95472	296	2278	1
95473	296	2282	1
95474	296	2289	1
95475	296	2297	1
95476	296	2299	1
95477	296	2301	1
95478	296	2303	1
95479	296	2305	1
95480	296	2317	1
95481	296	2320	1
95482	296	2322	1
95483	296	2323	1
95484	296	2331	1
95485	296	2334	1
95486	296	2338	1
95487	296	2342	1
95488	296	2346	1
95489	296	2348	1
95490	296	2352	1
95491	296	2359	1
95492	296	2361	1
95493	296	2367	1
95494	296	2368	1
95495	296	2373	1
95496	296	2376	1
95497	296	2377	1
95498	296	2378	1
95499	296	2381	1
95500	296	2390	1
95501	296	2396	1
95502	296	2402	1
95503	296	2404	1
95504	296	2410	1
95505	296	2412	1
95506	296	2413	1
95507	296	2417	1
95508	296	2419	1
95509	296	2420	1
95510	296	2424	1
95511	296	2429	1
95512	296	2433	1
95513	296	2436	1
95514	296	2439	1
95515	296	2440	1
95516	296	2441	1
95517	296	2445	1
95518	296	2447	1
95519	296	2450	1
95520	296	2452	1
95521	296	2454	1
95522	296	2455	1
95523	296	2458	1
95524	296	2460	1
95525	296	2470	1
95526	296	2472	1
95527	296	2473	1
95528	296	2477	1
95529	296	2478	1
95530	296	2480	1
95531	296	2482	1
95532	296	2483	1
95533	296	2489	1
95534	296	2491	1
95535	296	2495	1
95536	296	2500	1
95537	296	2506	1
95538	296	2515	1
95539	296	2517	1
95540	296	2518	1
95541	296	2519	1
95542	296	2522	1
95543	296	2523	1
95544	296	2527	1
95545	296	2531	1
95546	296	2534	1
95547	296	2539	1
95548	296	2548	1
95549	296	2554	1
95550	296	2556	1
95551	296	2558	1
95552	296	2561	1
95553	296	2566	1
95554	296	2569	1
95555	296	2587	1
95556	296	2591	1
95557	296	2596	1
95558	296	2599	1
95559	296	2601	1
95560	296	2603	1
95561	296	2604	1
95562	296	2606	1
95563	296	2607	1
95564	296	2608	1
95565	296	2611	1
95566	296	2613	1
95567	296	2615	1
95568	296	2616	1
95569	296	2622	1
95570	296	2625	1
95571	296	2627	1
95572	296	2633	1
95573	296	2636	1
95574	296	2646	1
95575	296	2648	1
95576	296	2649	1
95577	296	2651	1
95578	296	2653	1
95579	296	2658	1
95580	296	2660	1
95581	296	2662	1
95582	296	2664	1
95583	296	2665	1
95584	296	2670	1
95585	296	2672	1
95586	296	2673	1
95587	296	2675	1
95588	296	2679	1
95589	296	2680	1
95590	296	2683	1
95591	296	2686	1
95592	296	2694	1
95593	296	2695	1
95594	296	2696	1
95595	296	2702	1
95596	296	2705	1
95597	296	2709	1
95598	296	2710	1
95599	296	2714	1
95600	296	2719	1
95601	296	2721	1
95602	296	2723	1
95603	296	2725	1
95604	296	2728	1
95605	296	2737	1
95606	296	2738	1
95607	296	2739	1
95608	296	2741	1
95609	296	2743	1
95610	296	2749	1
95611	296	2752	1
95612	296	2754	1
95613	296	2759	1
95614	296	2763	1
95615	296	2765	1
95616	296	2766	1
95617	296	2776	1
95618	296	2781	1
95619	296	2789	1
95620	296	2791	1
95621	296	2795	1
95622	296	2798	1
95623	296	2800	1
95624	296	2801	1
95625	296	2810	1
95626	296	2814	1
95627	296	2815	1
95628	296	2816	1
95629	296	2825	1
95630	296	2828	1
95631	296	2830	1
95632	296	2831	1
95633	296	2832	1
95634	296	2841	1
95635	296	2842	1
95636	296	2845	1
95637	296	2852	1
95638	296	2868	1
95639	296	2872	1
95640	296	2881	1
95641	296	2883	1
95642	296	2892	1
95643	296	2897	1
95644	296	2902	1
95645	296	2919	1
95646	296	2920	1
95647	296	2922	1
95648	296	2923	1
95649	296	2925	1
95650	296	2932	1
95651	296	2944	1
95652	296	2946	1
95653	296	2953	1
95654	296	2956	1
95655	296	2959	1
95656	296	2961	1
95657	296	2967	1
95658	296	2976	1
95659	296	2977	1
95660	296	2986	1
95661	296	2988	1
95662	296	2989	1
95663	296	2996	1
95664	296	2999	1
95665	296	3002	1
95666	296	3005	1
95667	296	3016	1
95668	296	3019	1
95669	296	3030	1
95670	296	3078	1
95671	296	3092	1
95672	296	3097	1
95673	296	3100	1
95674	296	3104	1
95675	296	3105	1
95676	296	3109	1
95677	296	3122	1
95678	296	3123	1
95679	296	3124	1
95680	296	3126	1
95681	296	3127	1
95682	296	3130	1
95683	296	3133	1
95684	296	3137	1
95685	296	3138	1
95686	296	3141	1
95687	296	3144	1
95688	296	3145	1
95689	296	3161	1
95690	296	3162	1
95691	296	3163	1
95692	296	3164	1
95693	296	3165	1
95694	296	3166	1
95695	296	3180	1
95696	296	3183	1
95697	296	3189	1
95698	296	3190	1
95699	296	3198	1
95700	296	3201	1
95701	296	3202	1
95702	296	3203	1
95703	296	3204	1
95704	296	3208	1
95705	296	3215	1
95706	296	3219	1
95707	296	3222	1
95708	296	3226	1
95709	296	3228	1
95710	296	3229	1
95711	296	3230	1
95712	296	3235	1
95713	296	3241	1
95714	296	3242	1
95715	296	3243	1
95716	296	3247	1
95717	296	3249	1
95718	296	3255	1
95719	296	3260	1
95720	296	3262	1
95721	296	3270	1
95722	296	3272	1
95723	296	3282	1
95724	296	3287	1
95725	296	3288	1
95726	296	3290	1
95727	296	3292	1
95728	296	3295	1
95729	296	3296	1
95730	296	3297	1
95731	296	3298	1
95732	296	3300	1
95733	296	3301	1
95734	296	3311	1
95735	296	3312	1
95736	296	3316	1
95737	296	3318	1
95738	296	3319	1
95739	296	3320	1
95740	296	3321	1
95741	296	3322	1
95742	296	3324	1
95743	296	3325	1
95744	296	3330	1
95745	296	3331	1
95746	296	3334	1
95747	296	3336	1
95748	296	3337	1
95749	296	3338	1
95750	296	3340	1
95751	296	3348	1
95752	296	3362	1
95753	296	3363	1
95754	296	3368	1
95755	296	3370	1
95756	296	3378	1
95757	296	3389	1
95758	296	3390	1
95759	296	3393	1
95760	296	3401	1
95761	296	3406	1
95762	296	3407	1
95763	296	3411	1
95764	296	3419	1
95765	296	3423	1
95766	296	3424	1
95767	296	3428	1
95768	296	3435	1
95769	296	3438	1
95770	296	3439	1
95771	296	3440	1
95772	296	3441	1
95773	296	3447	1
95774	296	3448	1
95775	296	3453	1
95776	296	3454	1
95777	296	3458	1
95778	296	3462	1
95779	296	3464	1
95780	296	3465	1
95781	296	3467	1
95782	296	3468	1
95783	296	3469	1
95784	296	3470	1
95785	296	3471	1
95786	296	3490	1
95787	296	3494	1
95788	296	3501	1
95789	296	3510	1
95790	296	3512	1
95791	296	3513	1
95792	296	3514	1
95793	296	3515	1
95794	296	3516	1
95795	296	3517	1
95796	296	3518	1
95797	296	3519	1
95798	296	3520	1
95799	296	3522	1
95800	296	3523	1
95801	296	3531	1
95802	296	3532	1
95803	296	3533	1
95804	296	3535	1
95805	296	3537	1
95806	296	3541	1
95807	296	3547	1
95808	296	3548	1
95809	296	3549	1
95810	296	3551	1
95811	296	3559	1
95812	296	3561	1
95813	296	3581	1
95814	296	3596	1
95815	296	3600	1
95816	296	3603	1
95817	296	3604	1
95818	296	3607	1
95819	296	3613	1
95820	296	3614	1
95821	296	3615	1
95822	296	3621	1
95823	296	3625	1
95824	296	3626	1
95825	296	3627	1
95826	296	3628	1
95827	296	3630	1
95828	296	3633	1
95829	296	3634	1
95830	296	3644	1
95831	296	3645	1
95832	296	3647	1
95833	296	3649	1
95834	296	3651	1
95835	296	3652	1
95836	296	3656	1
95837	296	3657	1
95838	296	3663	1
95839	296	3664	1
95840	296	3665	1
95841	296	3666	1
95842	296	3667	1
95843	296	3668	1
95844	296	3682	1
95845	296	3691	1
95846	296	3697	1
95847	296	3701	1
95848	296	3702	1
95849	296	3710	1
95850	296	3711	1
95851	296	3712	1
95852	296	3715	1
95853	296	3726	1
95854	296	3733	1
95855	296	3734	1
95856	296	3736	1
95857	296	3737	1
95858	296	3740	1
95859	296	3743	1
95860	296	3750	1
95861	296	3751	1
95862	296	3755	1
95863	296	3758	1
95864	296	3762	1
95865	296	3765	1
95866	296	3766	1
95867	296	3767	1
95868	296	3768	1
95869	296	3778	1
95870	296	3779	1
95871	296	3780	1
95872	296	3790	1
95873	296	3791	1
95874	296	3792	1
95875	296	3796	1
95876	296	3812	1
95877	296	3813	1
95878	296	3814	1
95879	296	3817	1
95880	296	3820	1
95881	296	3821	1
95882	296	3822	1
95883	296	3826	1
95884	296	3831	1
95885	296	3837	1
95886	296	3838	1
95887	296	3839	1
95888	296	3840	1
95889	296	3845	1
95890	296	3862	1
95891	296	3872	1
95892	296	3874	1
95893	296	3879	1
95894	296	3886	1
95895	296	3887	1
95896	296	3888	1
95897	296	3889	1
95898	296	3890	1
95899	296	3891	1
95900	296	3892	1
95901	296	3893	1
95902	296	3894	1
95903	296	3895	1
95904	296	3896	1
95905	296	3897	1
95906	296	3898	1
95907	296	3899	1
95908	296	3900	1
95909	296	3901	1
95910	296	3916	1
95911	296	3917	1
95912	296	3918	1
95913	296	3919	1
95914	296	3920	1
95915	296	3927	1
95916	296	3928	1
95917	296	3930	1
95918	296	3932	1
95919	296	3951	1
95920	296	3958	1
95921	296	3962	1
95922	296	3969	1
95923	296	3975	1
95924	296	3986	1
95925	296	3990	1
95926	296	3993	1
95927	296	3994	1
95928	296	3999	1
95929	296	4004	1
95930	296	4006	1
95931	296	4012	1
95932	296	4014	1
95933	296	4017	1
95934	296	4018	1
95935	296	4024	1
95936	296	4028	1
95937	296	4029	1
95938	296	4030	1
95939	296	4032	1
95940	296	4033	1
95941	296	4034	1
95942	296	4037	1
95943	296	4038	1
95944	296	4039	1
95945	296	4043	1
95946	296	4046	1
95947	296	4047	1
95948	296	4056	1
95949	296	4062	1
95950	296	4063	1
95951	296	4064	1
95952	296	4066	1
95953	296	4067	1
95954	296	4068	1
95955	296	4082	1
95956	296	4085	1
95957	296	4086	1
95958	296	4087	1
95959	296	4103	1
95960	296	4104	1
95961	296	4106	1
95962	296	4108	1
95963	296	4112	1
95964	296	4118	1
95965	296	4119	1
95966	296	4121	1
95967	296	4139	1
95968	296	4141	1
95969	296	4149	1
95970	296	4150	1
95971	296	4153	1
95972	296	4154	1
95973	296	4162	1
95974	296	4164	1
95975	296	4166	1
95976	296	4167	1
95977	296	4169	1
95978	296	4187	1
95979	296	4188	1
95980	296	4213	1
95981	296	4219	1
95982	296	4223	1
95983	296	4224	1
95984	296	4228	1
95985	296	4229	1
95986	296	4230	1
95987	296	4232	1
95988	296	4233	1
95989	296	4240	1
95990	296	4245	1
95991	296	4246	1
95992	296	4256	1
95993	296	4259	1
95994	296	4261	1
95995	296	4263	1
95996	296	4264	1
95997	296	4266	1
95998	296	4270	1
95999	296	4271	1
96000	296	4272	1
96001	296	4273	1
96002	296	4274	1
96003	296	4275	1
96004	296	4276	1
96005	296	4277	1
96006	296	4278	1
96007	296	4284	1
96008	296	4291	1
96009	296	4292	1
96010	296	4293	1
96011	296	4294	1
96012	296	4302	1
96013	296	4320	1
96014	296	4321	1
96015	296	4322	1
96016	296	4323	1
96017	296	4324	1
96018	296	4325	1
96019	296	4329	1
96020	296	4330	1
96021	296	4331	1
96022	296	4332	1
96023	296	4333	1
96024	296	4334	1
96025	296	4337	1
96026	296	4338	1
96027	296	4339	1
96028	296	4346	1
96029	296	4347	1
96030	296	4348	1
96031	296	4349	1
96032	296	4353	1
96033	296	4358	1
96034	296	4360	1
96035	296	4368	1
96036	296	4369	1
96037	296	4374	1
96038	296	4375	1
96039	296	4376	1
96040	296	4381	1
96041	296	4382	1
96042	296	4383	1
96043	296	4384	1
96044	296	4390	1
96045	296	4391	1
96046	296	4398	1
96047	296	4399	1
96048	296	4400	1
96049	296	4401	1
96050	296	4403	1
96051	296	4404	1
96052	296	4405	1
96053	296	4417	1
96054	296	4418	1
96055	296	4419	1
96056	296	4423	1
96057	296	4424	1
96058	296	4425	1
96059	296	4426	1
96060	296	4427	1
96061	296	4428	1
96062	296	4429	1
96063	296	4435	1
96064	296	4436	1
96065	296	4437	1
96066	296	4438	1
96067	296	4443	1
96068	296	4444	1
96069	296	4445	1
96070	296	4446	1
96071	296	4447	1
96072	296	4448	1
96073	296	4449	1
96074	296	4450	1
96075	296	4463	1
96076	296	4466	1
96077	296	4475	1
96078	296	4476	1
96079	296	4477	1
96080	296	4478	1
96081	296	4483	1
96082	296	4489	1
96083	296	4498	1
96084	296	4508	1
96085	296	4511	1
96086	296	4518	1
96087	296	4527	1
96088	296	4539	1
96089	296	4540	1
96090	296	4553	1
96091	296	4558	1
96092	296	4560	1
96093	296	4561	1
96094	296	4566	1
96095	296	4574	1
96096	296	4594	1
96097	296	4595	1
96098	296	4599	1
96099	296	4604	1
96100	296	4608	1
96101	296	4611	1
96102	296	4612	1
96103	296	4613	1
96104	296	4614	1
96105	296	4615	1
96106	296	4616	1
96107	296	4617	1
96108	296	4624	1
96109	296	4630	1
96110	296	4631	1
96111	296	4634	1
96112	296	4636	1
96113	296	4637	1
96114	296	4642	1
96115	296	4643	1
96116	296	4658	1
96117	296	4659	1
96118	296	4660	1
96119	296	4661	1
96120	296	4666	1
96121	296	4667	1
96122	296	4668	1
96123	296	4684	1
96124	296	4685	1
96125	296	4686	1
96126	296	4689	1
96127	296	4690	1
96128	296	4694	1
96129	296	4695	1
96130	296	4697	1
96131	296	4698	1
96132	296	4699	1
96133	296	4700	1
96134	296	4704	1
96135	296	4705	1
96136	296	4706	1
96137	296	4710	1
96138	296	4712	1
96139	296	4721	1
96140	296	4722	1
96141	296	4723	1
96142	296	4732	1
96143	296	4733	1
96144	296	4742	1
96145	296	4749	1
96146	296	4753	1
96147	296	4756	1
96148	296	4757	1
96149	296	4758	1
96150	296	4759	1
96151	296	4760	1
96152	296	4763	1
96153	296	4769	1
96154	296	4770	1
96155	296	4771	1
96156	296	4773	1
96157	296	4774	1
96158	296	4775	1
96159	296	4776	1
96160	296	4779	1
96161	296	4780	1
96162	296	4786	1
96163	296	4787	1
96164	296	4790	1
96165	296	4791	1
96166	296	4799	1
96167	296	4801	1
96168	296	4805	1
96169	296	4813	1
96170	296	4816	1
96171	296	4818	1
96172	296	4824	1
96173	296	4825	1
96174	296	4826	1
96175	296	4827	1
96176	296	4828	1
96177	296	4829	1
96178	296	4830	1
96179	296	4831	1
96180	296	4832	1
96181	296	4834	1
96182	296	4837	1
96183	296	4851	1
96184	296	4854	1
96185	296	4855	1
96186	296	4859	1
96187	296	4861	1
96188	296	4864	1
96189	296	4872	1
96190	296	4877	1
96191	296	4878	1
96192	296	4889	1
96193	296	4892	1
96194	296	4893	1
96195	296	4894	1
96196	296	4896	1
96197	296	4897	1
96198	296	4900	1
96199	296	4911	1
96200	296	4921	1
96201	296	4923	1
96202	296	4925	1
96203	296	4926	1
96204	296	4927	1
96205	296	4929	1
96206	296	4943	1
96207	296	4944	1
96208	296	4946	1
96209	296	4953	1
96210	296	4954	1
96211	296	4955	1
96212	296	4956	1
96213	296	4958	1
96214	296	4964	1
96215	296	4967	1
96216	296	4969	1
96217	296	4975	1
96218	296	4977	1
96219	296	4978	1
96220	296	4979	1
96221	296	4980	1
96222	296	4981	1
96223	296	4991	1
96224	296	4999	1
96225	296	5006	1
96226	296	5007	1
96227	296	5011	1
96228	296	5019	1
96229	296	5024	1
96230	296	5025	1
96231	296	5026	1
96232	296	5043	1
96233	296	5044	1
96234	296	5045	1
96235	296	5053	1
96236	296	5055	1
96237	296	5064	1
96238	296	5069	1
96239	296	5071	1
96240	296	5072	1
96241	296	5073	1
96242	296	5074	1
96243	296	5075	1
96244	296	5085	1
96245	296	5087	1
96246	296	5089	1
96247	296	5096	1
96248	296	5097	1
96249	296	5105	1
96250	296	5107	1
96251	296	5108	1
96252	296	5113	1
96253	296	5123	1
96254	296	5145	1
96255	296	5163	1
96256	296	5167	1
96257	296	5169	1
96258	296	5170	1
96259	296	5171	1
96260	296	5176	1
96261	296	5180	1
96262	296	5184	1
96263	296	5186	1
96264	296	5187	1
96265	296	5192	1
96266	296	5193	1
96267	296	5202	1
96268	296	5203	1
96269	296	5204	1
96270	296	5205	1
96271	296	5208	1
96272	296	5209	1
96273	296	5215	1
96274	296	5220	1
96275	296	5221	1
96276	296	5229	1
96277	296	5240	1
96278	296	5241	1
96279	296	5249	1
96280	296	5250	1
96281	296	5251	1
96282	296	5253	1
96283	296	5262	1
96284	296	5263	1
96285	296	5264	1
96286	296	5265	1
96287	296	5271	1
96288	296	5272	1
96289	296	5278	1
96290	296	5279	1
96291	296	5281	1
96292	296	5282	1
96293	296	5283	1
96294	296	5284	1
96295	296	5285	1
96296	296	5287	1
96297	296	5288	1
96298	296	5290	1
96299	296	5293	1
96300	296	5294	1
96301	296	5295	1
96302	296	5296	1
96303	296	5299	1
96304	296	5300	1
96305	296	5301	1
96306	296	5302	1
96307	296	5309	1
96308	296	5310	1
96309	296	5311	1
96310	296	5312	1
96311	296	5313	1
96312	296	5314	1
96313	296	5317	1
96314	296	5322	1
96315	296	5329	1
96316	296	5332	1
96317	296	5333	1
96318	296	5335	1
96319	296	5354	1
96320	296	5355	1
96321	296	5360	1
96322	296	5361	1
96323	296	5364	1
96324	296	5373	1
96325	296	5374	1
96326	296	5376	1
96327	296	5381	1
96328	296	5382	1
96329	296	5385	1
96330	296	5395	1
96331	296	5396	1
96332	296	5411	1
96333	296	5412	1
96334	296	5415	1
96335	296	5416	1
96336	296	5417	1
96337	296	5421	1
96338	296	5424	1
96339	296	5426	1
96340	296	5448	1
96341	296	5451	1
96342	296	5453	1
96343	296	5454	1
96344	296	5464	1
96345	296	5466	1
96346	296	5467	1
96347	296	5468	1
96348	296	5470	1
96349	296	5481	1
96350	296	5495	1
96351	296	5499	1
96352	296	5500	1
96353	296	5505	1
96354	296	5508	1
96355	296	5509	1
96356	296	5515	1
96357	296	5524	1
96358	296	5525	1
96359	296	5530	1
96360	296	5531	1
96361	296	5532	1
96362	296	5536	1
96363	296	5537	1
96364	296	5541	1
96365	296	5557	1
96366	296	5558	1
96367	296	5559	1
96368	296	5560	1
96369	296	5565	1
96370	296	5566	1
96371	296	5576	1
96372	296	5581	1
96373	296	5582	1
96374	296	5592	1
96375	296	5596	1
96376	296	5598	1
96377	296	5599	1
96378	296	5601	1
96379	296	5603	1
96380	296	5612	1
96381	296	5613	1
96382	296	5617	1
96383	296	5618	1
96384	296	5621	1
96385	296	5622	1
96386	296	5627	1
96387	296	5642	1
96388	296	5656	1
96389	296	5658	1
96390	296	5663	1
96391	296	5664	1
96392	296	5665	1
96393	296	5668	1
96394	296	5669	1
96395	296	5670	1
96396	296	5672	1
96397	296	5673	1
96398	296	5674	1
96399	296	5675	1
96400	296	5676	1
96401	296	5677	1
96402	296	5678	1
96403	296	5683	1
96404	296	5691	1
96405	296	5701	1
96406	296	5705	1
96407	296	5720	1
96408	296	5722	1
96409	296	5723	1
96410	296	5731	1
96411	296	5732	1
96412	296	5735	1
96413	296	5738	1
96414	296	5743	1
96415	296	5766	1
96416	296	5788	1
96417	296	5792	1
96418	296	5812	1
96419	296	5814	1
96420	296	5823	1
96421	296	5824	1
96422	296	5827	1
96423	296	5835	1
96424	296	5836	1
96425	296	5837	1
96426	296	5838	1
96427	296	5839	1
96428	296	5841	1
96429	296	5847	1
96430	296	5849	1
96431	296	5850	1
96432	296	5851	1
96433	296	5854	1
96434	296	5855	1
96435	296	5856	1
96436	296	5857	1
96437	296	5858	1
96438	296	5864	1
96439	296	5870	1
96440	297	698	1
96441	297	699	1
96442	297	701	1
96443	297	702	1
96444	297	703	1
96445	297	705	1
96446	297	706	1
96447	297	709	1
96448	297	710	1
96449	297	711	1
96450	297	712	1
96451	297	714	1
96452	297	715	1
96453	297	716	1
96454	297	717	1
96455	297	719	1
96456	297	720	1
96457	297	721	1
96458	297	722	1
96459	297	725	1
96460	297	726	1
96461	297	728	1
96462	297	729	1
96463	297	731	1
96464	297	733	1
96465	297	736	1
96466	297	737	1
96467	297	739	1
96468	297	741	1
96469	297	742	1
96470	297	743	1
96471	297	744	1
96472	297	745	1
96473	297	746	1
96474	297	747	1
96475	297	748	1
96476	297	753	1
96477	297	754	1
96478	297	757	1
96479	297	758	1
96480	297	760	1
96481	297	761	1
96482	297	762	1
96483	297	766	1
96484	297	767	1
96485	297	768	1
96486	297	769	1
96487	297	770	1
96488	297	771	1
96489	297	773	1
96490	297	775	1
96491	297	779	1
96492	297	780	1
96493	297	783	1
96494	297	784	1
96495	297	786	1
96496	297	787	1
96497	297	792	1
96498	297	793	1
96499	297	794	1
96500	297	795	1
96501	297	796	1
96502	297	797	1
96503	297	799	1
96504	297	800	1
96505	297	801	1
96506	297	802	1
96507	297	804	1
96508	297	805	1
96509	297	806	1
96510	297	809	1
96511	297	810	1
96512	297	811	1
96513	297	812	1
96514	297	813	1
96515	297	816	1
96516	297	820	1
96517	297	821	1
96518	297	822	1
96519	297	823	1
96520	297	825	1
96521	297	826	1
96522	297	827	1
96523	297	828	1
96524	297	837	1
96525	297	840	1
96526	297	841	1
96527	297	842	1
96528	297	844	1
96529	297	847	1
96530	297	850	1
96531	297	851	1
96532	297	854	1
96533	297	855	1
96534	297	858	1
96535	297	862	1
96536	297	863	1
96537	297	864	1
96538	297	865	1
96539	297	867	1
96540	297	868	1
96541	297	869	1
96542	297	872	1
96543	297	873	1
96544	297	877	1
96545	297	878	1
96546	297	879	1
96547	297	880	1
96548	297	881	1
96549	297	882	1
96550	297	883	1
96551	297	884	1
96552	297	885	1
96553	297	886	1
96554	297	887	1
96555	297	888	1
96556	297	893	1
96557	297	896	1
96558	297	897	1
96559	297	898	1
96560	297	899	1
96561	297	900	1
96562	297	901	1
96563	297	902	1
96564	297	903	1
96565	297	907	1
96566	297	910	1
96567	297	911	1
96568	297	912	1
96569	297	913	1
96570	297	914	1
96571	297	915	1
96572	297	919	1
96573	297	920	1
96574	297	921	1
96575	297	922	1
96576	297	924	1
96577	297	925	1
96578	297	930	1
96579	297	931	1
96580	297	932	1
96581	297	933	1
96582	297	934	1
96583	297	935	1
96584	297	936	1
96585	297	937	1
96586	297	938	1
96587	297	940	1
96588	297	942	1
96589	297	944	1
96590	297	947	1
96591	297	949	1
96592	297	950	1
96593	297	951	1
96594	297	954	1
96595	297	957	1
96596	297	960	1
96597	297	961	1
96598	297	968	1
96599	297	969	1
96600	297	971	1
96601	297	972	1
96602	297	974	1
96603	297	976	1
96604	297	977	1
96605	297	981	1
96606	297	982	1
96607	297	985	1
96608	297	988	1
96609	297	989	1
96610	297	995	1
96611	297	996	1
96612	297	997	1
96613	297	998	1
96614	297	999	1
96615	297	1001	1
96616	297	1004	1
96617	297	1007	1
96618	297	1010	1
96619	297	1012	1
96620	297	1015	1
96621	297	1016	1
96622	297	1024	1
96623	297	1025	1
96624	297	1026	1
96625	297	1027	1
96626	297	1028	1
96627	297	1030	1
96628	297	1034	1
96629	297	1036	1
96630	297	1037	1
96631	297	1038	1
96632	297	1043	1
96633	297	1046	1
96634	297	1047	1
96635	297	1049	1
96636	297	1050	1
96637	297	1053	1
96638	297	1054	1
96639	297	1055	1
96640	297	1056	1
96641	297	1057	1
96642	297	1062	1
96643	297	1064	1
96644	297	1065	1
96645	297	1067	1
96646	297	1068	1
96647	297	1069	1
96648	297	1070	1
96649	297	1071	1
96650	297	1075	1
96651	297	1077	1
96652	297	1078	1
96653	297	1079	1
96654	297	1081	1
96655	297	1082	1
96656	297	1085	1
96657	297	1086	1
96658	297	1087	1
96659	297	1091	1
96660	297	1093	1
96661	297	1094	1
96662	297	1095	1
96663	297	1097	1
96664	297	1098	1
96665	297	1100	1
96666	297	1101	1
96667	297	1102	1
96668	297	1103	1
96669	297	1106	1
96670	297	1108	1
96671	297	1109	1
96672	297	1110	1
96673	297	1111	1
96674	297	1112	1
96675	297	1114	1
96676	297	1115	1
96677	297	1116	1
96678	297	1118	1
96679	297	1119	1
96680	297	1122	1
96681	297	1123	1
96682	297	1124	1
96683	297	1130	1
96684	297	1134	1
96685	297	1135	1
96686	297	1139	1
96687	297	1144	1
96688	297	1145	1
96689	297	1147	1
96690	297	1154	1
96691	297	1155	1
96692	297	1156	1
96693	297	1157	1
96694	297	1161	1
96695	297	1164	1
96696	297	1170	1
96697	297	1176	1
96698	297	1179	1
96699	297	1185	1
96700	297	1190	1
96701	297	1202	1
96702	297	1204	1
96703	297	1205	1
96704	297	1206	1
96705	297	1207	1
96706	297	1208	1
96707	297	1211	1
96708	297	1215	1
96709	297	1219	1
96710	297	1220	1
96711	297	1221	1
96712	297	1222	1
96713	297	1229	1
96714	297	1239	1
96715	297	1253	1
96716	297	1256	1
96717	297	1258	1
96718	297	1259	1
96719	297	1263	1
96720	297	1264	1
96721	297	1266	1
96722	297	1268	1
96723	297	1269	1
96724	297	1270	1
96725	297	1273	1
96726	297	1274	1
96727	297	1275	1
96728	297	1279	1
96729	297	1281	1
96730	297	1287	1
96731	297	1289	1
96732	297	1292	1
96733	297	1295	1
96734	297	1296	1
96735	297	1299	1
96736	297	1300	1
96737	297	1314	1
96738	297	1316	1
96739	297	1317	1
96740	297	1325	1
96741	297	1331	1
96742	297	1333	1
96743	297	1335	1
96744	297	1341	1
96745	297	1342	1
96746	297	1351	1
96747	297	1361	1
96748	297	1362	1
96749	297	1367	1
96750	297	1371	1
96751	297	1381	1
96752	297	1386	1
96753	297	1387	1
96754	297	1389	1
96755	297	1390	1
96756	297	1394	1
96757	297	1401	1
96758	297	1407	1
96759	297	1410	1
96760	297	1411	1
96761	297	1417	1
96762	297	1431	1
96763	297	1434	1
96764	297	1437	1
96765	297	1445	1
96766	297	1450	1
96767	297	1457	1
96768	297	1467	1
96769	297	1469	1
96770	297	1470	1
96771	297	1472	1
96772	297	1474	1
96773	297	1477	1
96774	297	1482	1
96775	297	1483	1
96776	297	1486	1
96777	297	1487	1
96778	297	1488	1
96779	297	1489	1
96780	297	1490	1
96781	297	1491	1
96782	297	1496	1
96783	297	1498	1
96784	297	1499	1
